lev_dt,sl_lev_va,date
11/29/2012,42.38,2012-11-29
11/30/2012,42.37,2012-11-30
12/01/2012,42.35,2012-12-01
12/02/2012,42.33,2012-12-02
12/03/2012,42.32,2012-12-03
12/04/2012,42.3,2012-12-04
12/05/2012,42.31,2012-12-05
12/06/2012,42.31,2012-12-06
12/07/2012,42.29,2012-12-07
12/08/2012,42.26,2012-12-08
12/09/2012,42.24,2012-12-09
12/10/2012,42.26,2012-12-10
12/11/2012,42.25,2012-12-11
12/12/2012,42.22,2012-12-12
12/13/2012,42.19,2012-12-13
12/14/2012,42.17,2012-12-14
12/15/2012,42.17,2012-12-15
12/16/2012,42.17,2012-12-16
12/17/2012,42.16,2012-12-17
12/18/2012,42.14,2012-12-18
12/19/2012,42.09,2012-12-19
12/20/2012,42.11,2012-12-20
12/21/2012,42.09,2012-12-21
12/22/2012,42.04,2012-12-22
12/23/2012,42.05,2012-12-23
12/24/2012,42.06,2012-12-24
12/25/2012,42.05,2012-12-25
12/26/2012,42.06,2012-12-26
12/27/2012,41.99,2012-12-27
12/28/2012,42.0,2012-12-28
12/29/2012,42.03,2012-12-29
12/30/2012,41.93,2012-12-30
12/31/2012,41.96,2012-12-31
01/01/2013,41.97,2013-01-01
01/02/2013,41.96,2013-01-02
01/03/2013,41.93,2013-01-03
01/04/2013,41.9,2013-01-04
01/05/2013,41.89,2013-01-05
01/06/2013,41.91,2013-01-06
01/07/2013,41.88,2013-01-07
01/08/2013,41.88,2013-01-08
01/09/2013,41.85,2013-01-09
01/10/2013,41.83,2013-01-10
01/11/2013,41.83,2013-01-11
01/12/2013,41.81,2013-01-12
01/13/2013,41.81,2013-01-13
01/14/2013,41.78,2013-01-14
01/15/2013,41.77,2013-01-15
01/16/2013,41.76,2013-01-16
01/17/2013,41.75,2013-01-17
01/18/2013,41.7,2013-01-18
01/19/2013,41.71,2013-01-19
01/20/2013,41.71,2013-01-20
01/21/2013,41.7,2013-01-21
01/22/2013,41.67,2013-01-22
01/23/2013,41.62,2013-01-23
01/24/2013,41.62,2013-01-24
01/25/2013,41.63,2013-01-25
01/26/2013,41.6,2013-01-26
01/27/2013,41.57,2013-01-27
01/28/2013,41.57,2013-01-28
01/29/2013,41.56,2013-01-29
01/30/2013,41.59,2013-01-30
01/31/2013,41.53,2013-01-31
02/01/2013,41.48,2013-02-01
02/02/2013,41.48,2013-02-02
02/03/2013,41.48,2013-02-03
02/04/2013,41.46,2013-02-04
02/05/2013,41.46,2013-02-05
02/06/2013,41.44,2013-02-06
02/07/2013,41.47,2013-02-07
02/08/2013,41.44,2013-02-08
02/09/2013,41.39,2013-02-09
02/10/2013,41.38,2013-02-10
02/11/2013,41.38,2013-02-11
02/12/2013,41.39,2013-02-12
02/13/2013,41.39,2013-02-13
02/14/2013,41.36,2013-02-14
02/15/2013,41.34,2013-02-15
02/16/2013,41.34,2013-02-16
02/17/2013,41.27,2013-02-17
02/18/2013,41.23,2013-02-18
02/19/2013,41.28,2013-02-19
02/20/2013,41.28,2013-02-20
02/21/2013,41.26,2013-02-21
02/22/2013,41.25,2013-02-22
02/23/2013,41.25,2013-02-23
02/24/2013,41.23,2013-02-24
02/25/2013,41.22,2013-02-25
02/26/2013,41.22,2013-02-26
02/27/2013,41.18,2013-02-27
02/28/2013,41.17,2013-02-28
03/01/2013,41.15,2013-03-01
03/02/2013,41.13,2013-03-02
03/07/2013,41.03,2013-03-07
03/08/2013,41.01,2013-03-08
03/09/2013,41.0,2013-03-09
03/10/2013,41.01,2013-03-10
03/11/2013,41.02,2013-03-11
03/12/2013,41.02,2013-03-12
03/13/2013,40.96,2013-03-13
03/14/2013,40.93,2013-03-14
03/15/2013,40.91,2013-03-15
03/16/2013,40.92,2013-03-16
03/17/2013,40.91,2013-03-17
03/18/2013,40.91,2013-03-18
03/19/2013,40.9,2013-03-19
03/20/2013,40.9,2013-03-20
03/21/2013,40.89,2013-03-21
03/22/2013,40.87,2013-03-22
03/23/2013,40.88,2013-03-23
03/24/2013,40.89,2013-03-24
03/25/2013,40.85,2013-03-25
03/26/2013,40.79,2013-03-26
03/27/2013,40.75,2013-03-27
03/28/2013,40.74,2013-03-28
03/29/2013,40.75,2013-03-29
03/30/2013,40.74,2013-03-30
03/31/2013,40.74,2013-03-31
04/01/2013,40.74,2013-04-01
04/02/2013,40.71,2013-04-02
04/03/2013,40.7,2013-04-03
04/04/2013,40.72,2013-04-04
04/05/2013,40.72,2013-04-05
04/06/2013,40.67,2013-04-06
04/07/2013,40.65,2013-04-07
04/08/2013,40.65,2013-04-08
04/09/2013,40.64,2013-04-09
04/10/2013,40.61,2013-04-10
04/11/2013,40.62,2013-04-11
04/12/2013,40.63,2013-04-12
04/13/2013,40.58,2013-04-13
04/14/2013,40.56,2013-04-14
04/15/2013,40.56,2013-04-15
04/16/2013,40.52,2013-04-16
04/17/2013,40.51,2013-04-17
04/18/2013,40.51,2013-04-18
04/19/2013,40.54,2013-04-19
04/20/2013,40.52,2013-04-20
04/21/2013,40.55,2013-04-21
04/22/2013,40.57,2013-04-22
04/23/2013,40.57,2013-04-23
04/24/2013,40.55,2013-04-24
04/25/2013,40.53,2013-04-25
04/26/2013,40.5,2013-04-26
04/27/2013,40.49,2013-04-27
04/28/2013,40.5,2013-04-28
04/29/2013,40.49,2013-04-29
04/30/2013,40.48,2013-04-30
05/01/2013,40.48,2013-05-01
05/02/2013,40.52,2013-05-02
05/03/2013,40.54,2013-05-03
05/04/2013,40.56,2013-05-04
05/05/2013,40.52,2013-05-05
05/06/2013,40.49,2013-05-06
05/07/2013,40.48,2013-05-07
05/08/2013,40.46,2013-05-08
05/09/2013,40.44,2013-05-09
05/10/2013,40.45,2013-05-10
05/11/2013,40.44,2013-05-11
05/12/2013,40.44,2013-05-12
05/13/2013,40.41,2013-05-13
05/14/2013,40.38,2013-05-14
05/15/2013,40.38,2013-05-15
05/16/2013,40.37,2013-05-16
05/17/2013,40.36,2013-05-17
05/18/2013,40.35,2013-05-18
05/19/2013,40.38,2013-05-19
05/20/2013,40.4,2013-05-20
05/21/2013,40.42,2013-05-21
05/22/2013,40.42,2013-05-22
05/23/2013,40.41,2013-05-23
05/24/2013,40.38,2013-05-24
05/25/2013,40.34,2013-05-25
05/26/2013,40.32,2013-05-26
05/27/2013,40.32,2013-05-27
05/28/2013,40.31,2013-05-28
05/29/2013,40.3,2013-05-29
05/30/2013,40.29,2013-05-30
05/31/2013,40.29,2013-05-31
06/01/2013,40.29,2013-06-01
06/02/2013,40.29,2013-06-02
06/03/2013,40.28,2013-06-03
06/04/2013,40.28,2013-06-04
06/05/2013,40.29,2013-06-05
06/06/2013,40.4,2013-06-06
06/07/2013,40.36,2013-06-07
06/08/2013,40.34,2013-06-08
06/09/2013,40.35,2013-06-09
06/10/2013,40.38,2013-06-10
06/11/2013,40.4,2013-06-11
06/12/2013,40.4,2013-06-12
06/13/2013,40.42,2013-06-13
06/14/2013,40.42,2013-06-14
06/15/2013,40.43,2013-06-15
06/16/2013,40.45,2013-06-16
06/17/2013,40.46,2013-06-17
06/18/2013,40.47,2013-06-18
06/19/2013,40.48,2013-06-19
06/20/2013,40.49,2013-06-20
06/21/2013,40.51,2013-06-21
06/22/2013,40.58,2013-06-22
06/23/2013,40.6,2013-06-23
06/24/2013,40.63,2013-06-24
06/25/2013,40.65,2013-06-25
06/26/2013,40.72,2013-06-26
06/27/2013,40.75,2013-06-27
06/28/2013,40.78,2013-06-28
06/29/2013,40.79,2013-06-29
06/30/2013,40.81,2013-06-30
07/01/2013,40.81,2013-07-01
07/02/2013,40.84,2013-07-02
07/03/2013,40.88,2013-07-03
07/04/2013,40.91,2013-07-04
07/05/2013,40.96,2013-07-05
07/06/2013,41.0,2013-07-06
07/07/2013,41.02,2013-07-07
07/08/2013,41.04,2013-07-08
07/09/2013,41.05,2013-07-09
07/10/2013,41.08,2013-07-10
07/11/2013,41.1,2013-07-11
07/12/2013,41.12,2013-07-12
07/13/2013,41.15,2013-07-13
07/14/2013,41.18,2013-07-14
07/15/2013,41.21,2013-07-15
07/16/2013,41.22,2013-07-16
07/17/2013,41.25,2013-07-17
07/18/2013,41.28,2013-07-18
07/19/2013,41.31,2013-07-19
07/20/2013,41.38,2013-07-20
07/21/2013,41.41,2013-07-21
07/22/2013,41.46,2013-07-22
07/23/2013,41.53,2013-07-23
07/24/2013,41.6,2013-07-24
07/25/2013,41.65,2013-07-25
07/26/2013,41.72,2013-07-26
07/27/2013,41.73,2013-07-27
07/28/2013,41.73,2013-07-28
07/29/2013,41.75,2013-07-29
07/30/2013,41.78,2013-07-30
07/31/2013,41.82,2013-07-31
08/01/2013,41.87,2013-08-01
08/02/2013,41.88,2013-08-02
08/03/2013,41.89,2013-08-03
08/04/2013,41.94,2013-08-04
08/05/2013,41.95,2013-08-05
08/06/2013,41.97,2013-08-06
08/07/2013,42.0,2013-08-07
08/08/2013,42.0,2013-08-08
08/09/2013,42.01,2013-08-09
08/10/2013,42.03,2013-08-10
08/11/2013,42.04,2013-08-11
08/12/2013,42.06,2013-08-12
08/13/2013,42.08,2013-08-13
08/14/2013,42.08,2013-08-14
08/15/2013,42.08,2013-08-15
08/16/2013,42.07,2013-08-16
08/17/2013,42.08,2013-08-17
08/18/2013,42.1,2013-08-18
08/19/2013,42.13,2013-08-19
08/20/2013,42.12,2013-08-20
08/21/2013,42.12,2013-08-21
08/22/2013,42.16,2013-08-22
08/23/2013,42.17,2013-08-23
08/24/2013,42.19,2013-08-24
08/25/2013,42.21,2013-08-25
08/26/2013,42.25,2013-08-26
08/27/2013,42.27,2013-08-27
08/28/2013,42.28,2013-08-28
08/29/2013,42.31,2013-08-29
08/30/2013,42.32,2013-08-30
08/31/2013,42.33,2013-08-31
09/01/2013,42.35,2013-09-01
09/02/2013,42.37,2013-09-02
09/03/2013,42.38,2013-09-03
09/04/2013,42.37,2013-09-04
09/05/2013,42.39,2013-09-05
09/06/2013,42.41,2013-09-06
09/07/2013,42.42,2013-09-07
09/08/2013,42.42,2013-09-08
09/09/2013,42.4,2013-09-09
09/10/2013,42.39,2013-09-10
09/11/2013,42.39,2013-09-11
09/12/2013,42.42,2013-09-12
09/13/2013,42.44,2013-09-13
09/14/2013,42.42,2013-09-14
09/15/2013,42.39,2013-09-15
09/16/2013,42.39,2013-09-16
09/17/2013,42.4,2013-09-17
09/18/2013,42.39,2013-09-18
09/19/2013,42.38,2013-09-19
09/20/2013,42.38,2013-09-20
09/21/2013,42.39,2013-09-21
09/22/2013,42.39,2013-09-22
09/23/2013,42.35,2013-09-23
09/24/2013,42.41,2013-09-24
09/25/2013,42.44,2013-09-25
09/26/2013,42.45,2013-09-26
09/27/2013,42.44,2013-09-27
09/28/2013,42.43,2013-09-28
09/29/2013,42.45,2013-09-29
09/30/2013,42.45,2013-09-30
10/01/2013,42.44,2013-10-01
10/02/2013,42.43,2013-10-02
10/03/2013,42.43,2013-10-03
10/04/2013,42.42,2013-10-04
10/05/2013,42.42,2013-10-05
10/06/2013,42.44,2013-10-06
10/07/2013,42.48,2013-10-07
10/08/2013,42.46,2013-10-08
10/09/2013,42.44,2013-10-09
10/10/2013,42.45,2013-10-10
10/11/2013,42.46,2013-10-11
10/12/2013,42.44,2013-10-12
10/13/2013,42.44,2013-10-13
10/14/2013,42.44,2013-10-14
10/15/2013,42.44,2013-10-15
10/16/2013,42.44,2013-10-16
10/17/2013,42.43,2013-10-17
10/18/2013,42.42,2013-10-18
10/19/2013,42.41,2013-10-19
10/20/2013,42.4,2013-10-20
10/21/2013,42.39,2013-10-21
10/22/2013,42.4,2013-10-22
10/23/2013,42.39,2013-10-23
10/24/2013,42.33,2013-10-24
10/25/2013,42.32,2013-10-25
10/26/2013,42.33,2013-10-26
10/27/2013,42.33,2013-10-27
10/28/2013,42.31,2013-10-28
10/29/2013,42.3,2013-10-29
10/30/2013,42.3,2013-10-30
10/31/2013,42.3,2013-10-31
11/01/2013,42.3,2013-11-01
11/02/2013,42.32,2013-11-02
11/03/2013,42.28,2013-11-03
11/04/2013,42.24,2013-11-04
11/05/2013,42.25,2013-11-05
11/06/2013,42.25,2013-11-06
11/07/2013,42.25,2013-11-07
11/08/2013,42.22,2013-11-08
11/09/2013,42.21,2013-11-09
11/10/2013,42.21,2013-11-10
11/11/2013,42.2,2013-11-11
11/12/2013,42.21,2013-11-12
11/13/2013,42.17,2013-11-13
11/14/2013,42.16,2013-11-14
11/15/2013,42.17,2013-11-15
11/16/2013,42.17,2013-11-16
11/17/2013,42.17,2013-11-17
11/18/2013,42.17,2013-11-18
11/19/2013,42.16,2013-11-19
11/20/2013,42.12,2013-11-20
11/21/2013,42.08,2013-11-21
11/22/2013,42.09,2013-11-22
11/23/2013,42.1,2013-11-23
11/24/2013,42.08,2013-11-24
11/25/2013,42.07,2013-11-25
11/26/2013,42.14,2013-11-26
11/27/2013,42.15,2013-11-27
11/28/2013,42.04,2013-11-28
11/29/2013,42.04,2013-11-29
11/30/2013,42.05,2013-11-30
12/01/2013,42.08,2013-12-01
12/02/2013,42.09,2013-12-02
12/03/2013,42.07,2013-12-03
12/04/2013,42.02,2013-12-04
12/05/2013,41.99,2013-12-05
12/06/2013,41.97,2013-12-06
12/07/2013,41.96,2013-12-07
12/08/2013,41.96,2013-12-08
12/09/2013,41.95,2013-12-09
12/10/2013,41.95,2013-12-10
12/11/2013,41.92,2013-12-11
12/12/2013,41.9,2013-12-12
12/13/2013,41.91,2013-12-13
12/14/2013,41.94,2013-12-14
12/15/2013,42.03,2013-12-15
12/16/2013,42.03,2013-12-16
12/17/2013,42.06,2013-12-17
12/18/2013,42.07,2013-12-18
12/19/2013,42.08,2013-12-19
12/20/2013,42.1,2013-12-20
12/21/2013,42.11,2013-12-21
12/22/2013,42.1,2013-12-22
12/23/2013,42.1,2013-12-23
12/24/2013,42.09,2013-12-24
12/25/2013,42.09,2013-12-25
12/26/2013,42.1,2013-12-26
12/27/2013,42.1,2013-12-27
12/28/2013,42.13,2013-12-28
12/29/2013,42.16,2013-12-29
12/30/2013,42.12,2013-12-30
12/31/2013,42.08,2013-12-31
01/01/2014,42.12,2014-01-01
01/02/2014,42.19,2014-01-02
01/03/2014,42.11,2014-01-03
01/04/2014,42.13,2014-01-04
01/05/2014,42.16,2014-01-05
01/06/2014,42.16,2014-01-06
01/07/2014,42.07,2014-01-07
01/08/2014,42.09,2014-01-08
01/09/2014,42.12,2014-01-09
01/10/2014,42.15,2014-01-10
01/11/2014,42.18,2014-01-11
01/15/2014,42.28,2014-01-15
01/16/2014,42.26,2014-01-16
01/17/2014,42.24,2014-01-17
01/18/2014,42.24,2014-01-18
01/19/2014,42.23,2014-01-19
01/20/2014,42.26,2014-01-20
01/21/2014,42.31,2014-01-21
01/22/2014,42.26,2014-01-22
01/23/2014,42.22,2014-01-23
01/24/2014,42.23,2014-01-24
01/25/2014,42.29,2014-01-25
01/26/2014,42.29,2014-01-26
01/27/2014,42.3,2014-01-27
01/28/2014,42.28,2014-01-28
01/29/2014,42.25,2014-01-29
01/30/2014,42.27,2014-01-30
01/31/2014,42.28,2014-01-31
02/01/2014,42.31,2014-02-01
02/02/2014,42.32,2014-02-02
02/03/2014,42.3,2014-02-03
02/04/2014,42.3,2014-02-04
02/05/2014,42.31,2014-02-05
02/06/2014,42.28,2014-02-06
02/07/2014,42.32,2014-02-07
02/08/2014,42.37,2014-02-08
02/09/2014,42.42,2014-02-09
02/10/2014,42.44,2014-02-10
02/11/2014,42.46,2014-02-11
02/12/2014,42.51,2014-02-12
02/13/2014,42.51,2014-02-13
02/14/2014,42.47,2014-02-14
02/15/2014,42.49,2014-02-15
02/16/2014,42.45,2014-02-16
02/17/2014,42.46,2014-02-17
02/18/2014,42.47,2014-02-18
02/19/2014,42.48,2014-02-19
02/20/2014,42.49,2014-02-20
02/21/2014,42.51,2014-02-21
02/22/2014,42.52,2014-02-22
02/23/2014,42.54,2014-02-23
02/24/2014,42.56,2014-02-24
02/25/2014,42.57,2014-02-25
02/26/2014,42.62,2014-02-26
02/27/2014,42.6,2014-02-27
02/28/2014,42.59,2014-02-28
03/01/2014,42.59,2014-03-01
03/02/2014,42.61,2014-03-02
03/03/2014,42.62,2014-03-03
03/04/2014,42.62,2014-03-04
03/05/2014,42.62,2014-03-05
03/06/2014,42.69,2014-03-06
03/07/2014,42.67,2014-03-07
03/08/2014,42.63,2014-03-08
03/09/2014,42.64,2014-03-09
03/10/2014,42.67,2014-03-10
03/11/2014,42.7,2014-03-11
03/12/2014,42.71,2014-03-12
03/13/2014,42.65,2014-03-13
03/14/2014,42.63,2014-03-14
03/15/2014,42.66,2014-03-15
03/16/2014,42.71,2014-03-16
03/17/2014,42.76,2014-03-17
03/18/2014,42.77,2014-03-18
03/19/2014,42.8,2014-03-19
03/20/2014,42.82,2014-03-20
03/21/2014,42.82,2014-03-21
03/22/2014,42.84,2014-03-22
03/23/2014,42.85,2014-03-23
03/24/2014,42.88,2014-03-24
03/25/2014,42.91,2014-03-25
03/26/2014,42.84,2014-03-26
03/27/2014,42.87,2014-03-27
03/28/2014,42.93,2014-03-28
03/29/2014,43.0,2014-03-29
03/30/2014,42.99,2014-03-30
03/31/2014,42.99,2014-03-31
04/01/2014,43.01,2014-04-01
04/02/2014,43.02,2014-04-02
04/03/2014,43.03,2014-04-03
04/04/2014,43.06,2014-04-04
04/05/2014,43.06,2014-04-05
04/06/2014,43.08,2014-04-06
04/07/2014,43.1,2014-04-07
04/08/2014,43.13,2014-04-08
04/09/2014,43.1,2014-04-09
04/10/2014,43.06,2014-04-10
04/11/2014,43.09,2014-04-11
04/12/2014,43.11,2014-04-12
04/13/2014,43.13,2014-04-13
04/14/2014,43.15,2014-04-14
04/15/2014,43.17,2014-04-15
04/16/2014,43.1,2014-04-16
04/17/2014,43.11,2014-04-17
04/18/2014,43.18,2014-04-18
04/19/2014,43.18,2014-04-19
04/20/2014,43.15,2014-04-20
04/21/2014,43.16,2014-04-21
04/22/2014,43.18,2014-04-22
04/23/2014,43.17,2014-04-23
04/24/2014,43.15,2014-04-24
04/25/2014,43.15,2014-04-25
04/26/2014,43.14,2014-04-26
04/27/2014,43.14,2014-04-27
04/28/2014,43.13,2014-04-28
04/29/2014,43.13,2014-04-29
04/30/2014,43.13,2014-04-30
05/01/2014,43.15,2014-05-01
05/02/2014,43.18,2014-05-02
05/03/2014,43.18,2014-05-03
05/04/2014,43.18,2014-05-04
05/05/2014,43.2,2014-05-05
05/06/2014,43.19,2014-05-06
05/07/2014,43.18,2014-05-07
05/08/2014,43.16,2014-05-08
05/09/2014,43.16,2014-05-09
05/10/2014,43.16,2014-05-10
05/11/2014,43.15,2014-05-11
05/12/2014,43.14,2014-05-12
05/13/2014,43.14,2014-05-13
05/14/2014,43.17,2014-05-14
05/15/2014,43.17,2014-05-15
05/16/2014,43.13,2014-05-16
05/17/2014,43.11,2014-05-17
05/18/2014,43.1,2014-05-18
05/19/2014,43.09,2014-05-19
05/20/2014,43.08,2014-05-20
05/21/2014,43.08,2014-05-21
05/22/2014,43.08,2014-05-22
05/23/2014,43.06,2014-05-23
05/24/2014,43.05,2014-05-24
05/25/2014,43.03,2014-05-25
05/26/2014,43.02,2014-05-26
05/27/2014,43.02,2014-05-27
05/28/2014,43.01,2014-05-28
05/29/2014,43.0,2014-05-29
05/30/2014,42.99,2014-05-30
05/31/2014,43.01,2014-05-31
06/01/2014,43.01,2014-06-01
06/02/2014,43.02,2014-06-02
06/03/2014,43.01,2014-06-03
06/04/2014,43.02,2014-06-04
06/05/2014,43.01,2014-06-05
06/06/2014,43.01,2014-06-06
06/07/2014,43.01,2014-06-07
06/08/2014,43.02,2014-06-08
06/09/2014,43.03,2014-06-09
06/10/2014,43.02,2014-06-10
06/11/2014,43.04,2014-06-11
06/12/2014,43.07,2014-06-12
06/13/2014,43.11,2014-06-13
06/14/2014,43.1,2014-06-14
06/15/2014,43.09,2014-06-15
06/16/2014,43.09,2014-06-16
06/17/2014,43.1,2014-06-17
06/18/2014,43.1,2014-06-18
06/19/2014,43.11,2014-06-19
06/20/2014,43.15,2014-06-20
06/21/2014,43.18,2014-06-21
06/22/2014,43.19,2014-06-22
06/23/2014,43.23,2014-06-23
06/24/2014,43.24,2014-06-24
06/25/2014,43.28,2014-06-25
06/26/2014,43.31,2014-06-26
06/27/2014,43.31,2014-06-27
06/28/2014,43.3,2014-06-28
06/29/2014,43.31,2014-06-29
06/30/2014,43.32,2014-06-30
07/01/2014,43.33,2014-07-01
07/02/2014,43.33,2014-07-02
07/03/2014,43.32,2014-07-03
07/04/2014,43.33,2014-07-04
07/05/2014,43.37,2014-07-05
07/06/2014,43.41,2014-07-06
07/07/2014,43.45,2014-07-07
07/08/2014,43.49,2014-07-08
07/09/2014,43.5,2014-07-09
07/10/2014,43.51,2014-07-10
07/11/2014,43.53,2014-07-11
07/12/2014,43.55,2014-07-12
07/13/2014,43.57,2014-07-13
07/14/2014,43.59,2014-07-14
07/15/2014,43.64,2014-07-15
07/16/2014,43.76,2014-07-16
07/17/2014,43.79,2014-07-17
07/18/2014,43.8,2014-07-18
07/19/2014,43.82,2014-07-19
07/20/2014,43.83,2014-07-20
07/21/2014,43.87,2014-07-21
07/22/2014,43.91,2014-07-22
07/23/2014,43.92,2014-07-23
07/24/2014,43.93,2014-07-24
07/25/2014,43.92,2014-07-25
07/26/2014,43.93,2014-07-26
07/27/2014,43.94,2014-07-27
07/28/2014,43.95,2014-07-28
07/29/2014,43.95,2014-07-29
07/30/2014,43.93,2014-07-30
07/31/2014,43.91,2014-07-31
08/01/2014,43.9,2014-08-01
08/02/2014,43.94,2014-08-02
08/03/2014,43.95,2014-08-03
08/04/2014,43.94,2014-08-04
08/05/2014,43.92,2014-08-05
08/06/2014,43.9,2014-08-06
08/07/2014,43.89,2014-08-07
08/08/2014,43.88,2014-08-08
08/09/2014,43.87,2014-08-09
08/10/2014,43.89,2014-08-10
08/11/2014,43.89,2014-08-11
08/12/2014,43.93,2014-08-12
08/13/2014,43.9,2014-08-13
08/14/2014,43.87,2014-08-14
08/15/2014,43.87,2014-08-15
08/16/2014,43.86,2014-08-16
08/17/2014,43.87,2014-08-17
08/18/2014,43.87,2014-08-18
08/19/2014,43.88,2014-08-19
08/20/2014,43.85,2014-08-20
08/21/2014,43.81,2014-08-21
08/22/2014,43.8,2014-08-22
08/23/2014,43.79,2014-08-23
08/24/2014,43.8,2014-08-24
08/25/2014,43.78,2014-08-25
08/26/2014,43.75,2014-08-26
08/27/2014,43.72,2014-08-27
08/28/2014,43.69,2014-08-28
08/29/2014,43.66,2014-08-29
08/30/2014,43.66,2014-08-30
08/31/2014,43.66,2014-08-31
09/01/2014,43.66,2014-09-01
09/02/2014,43.66,2014-09-02
09/03/2014,43.64,2014-09-03
09/04/2014,43.62,2014-09-04
09/05/2014,43.62,2014-09-05
09/06/2014,43.65,2014-09-06
09/07/2014,43.65,2014-09-07
09/08/2014,43.63,2014-09-08
09/09/2014,43.65,2014-09-09
09/10/2014,43.68,2014-09-10
09/11/2014,43.68,2014-09-11
09/12/2014,43.67,2014-09-12
09/13/2014,43.65,2014-09-13
09/14/2014,43.63,2014-09-14
09/15/2014,43.62,2014-09-15
09/16/2014,43.64,2014-09-16
09/17/2014,43.66,2014-09-17
09/18/2014,43.64,2014-09-18
09/19/2014,43.63,2014-09-19
09/20/2014,43.64,2014-09-20
09/21/2014,43.61,2014-09-21
09/22/2014,43.59,2014-09-22
09/23/2014,43.59,2014-09-23
09/24/2014,43.59,2014-09-24
09/25/2014,43.59,2014-09-25
09/26/2014,43.59,2014-09-26
09/27/2014,43.58,2014-09-27
09/28/2014,43.58,2014-09-28
09/29/2014,43.64,2014-09-29
09/30/2014,43.66,2014-09-30
10/01/2014,43.67,2014-10-01
10/03/2014,43.71,2014-10-03
10/04/2014,43.74,2014-10-04
10/05/2014,43.72,2014-10-05
10/06/2014,43.73,2014-10-06
10/07/2014,43.73,2014-10-07
10/08/2014,43.74,2014-10-08
10/09/2014,43.75,2014-10-09
10/10/2014,43.75,2014-10-10
10/11/2014,43.75,2014-10-11
10/12/2014,43.73,2014-10-12
10/13/2014,43.74,2014-10-13
10/14/2014,43.76,2014-10-14
10/15/2014,43.77,2014-10-15
10/16/2014,43.76,2014-10-16
10/17/2014,43.75,2014-10-17
10/18/2014,43.73,2014-10-18
10/19/2014,43.71,2014-10-19
10/20/2014,43.71,2014-10-20
10/21/2014,43.7,2014-10-21
10/22/2014,43.69,2014-10-22
10/23/2014,43.66,2014-10-23
10/24/2014,43.65,2014-10-24
10/25/2014,43.63,2014-10-25
10/26/2014,43.61,2014-10-26
10/27/2014,43.57,2014-10-27
10/28/2014,43.55,2014-10-28
10/29/2014,43.55,2014-10-29
10/30/2014,43.56,2014-10-30
10/31/2014,43.56,2014-10-31
11/01/2014,43.53,2014-11-01
11/02/2014,43.45,2014-11-02
11/03/2014,43.43,2014-11-03
11/04/2014,43.45,2014-11-04
11/05/2014,43.44,2014-11-05
11/06/2014,43.45,2014-11-06
11/07/2014,43.44,2014-11-07
11/08/2014,43.41,2014-11-08
11/09/2014,43.41,2014-11-09
11/10/2014,43.38,2014-11-10
11/11/2014,43.36,2014-11-11
11/12/2014,43.33,2014-11-12
11/13/2014,43.32,2014-11-13
11/14/2014,43.3,2014-11-14
11/15/2014,43.27,2014-11-15
11/16/2014,43.28,2014-11-16
11/17/2014,43.31,2014-11-17
11/18/2014,43.26,2014-11-18
11/19/2014,43.22,2014-11-19
11/20/2014,43.23,2014-11-20
11/21/2014,43.21,2014-11-21
11/22/2014,43.22,2014-11-22
11/23/2014,43.25,2014-11-23
11/24/2014,43.22,2014-11-24
11/25/2014,43.31,2014-11-25
11/26/2014,43.3,2014-11-26
11/27/2014,43.32,2014-11-27
11/28/2014,43.32,2014-11-28
11/29/2014,43.33,2014-11-29
11/30/2014,43.33,2014-11-30
12/01/2014,43.35,2014-12-01
12/02/2014,43.36,2014-12-02
12/03/2014,43.36,2014-12-03
12/04/2014,43.34,2014-12-04
12/05/2014,43.33,2014-12-05
12/06/2014,43.35,2014-12-06
12/07/2014,43.34,2014-12-07
12/08/2014,43.34,2014-12-08
12/09/2014,43.34,2014-12-09
12/10/2014,43.32,2014-12-10
12/11/2014,43.29,2014-12-11
12/12/2014,43.27,2014-12-12
12/13/2014,43.28,2014-12-13
12/14/2014,43.29,2014-12-14
12/15/2014,43.27,2014-12-15
12/16/2014,43.25,2014-12-16
12/17/2014,43.25,2014-12-17
12/18/2014,43.24,2014-12-18
12/19/2014,43.23,2014-12-19
12/20/2014,43.22,2014-12-20
12/21/2014,43.22,2014-12-21
12/22/2014,43.32,2014-12-22
12/23/2014,43.32,2014-12-23
12/24/2014,43.34,2014-12-24
12/25/2014,43.29,2014-12-25
12/26/2014,43.31,2014-12-26
12/27/2014,43.33,2014-12-27
12/28/2014,43.34,2014-12-28
12/29/2014,43.35,2014-12-29
12/30/2014,43.33,2014-12-30
12/31/2014,43.32,2014-12-31
01/01/2015,43.34,2015-01-01
01/02/2015,43.33,2015-01-02
01/03/2015,43.33,2015-01-03
01/04/2015,43.32,2015-01-04
01/05/2015,43.29,2015-01-05
01/06/2015,43.31,2015-01-06
01/07/2015,43.31,2015-01-07
01/08/2015,43.26,2015-01-08
01/09/2015,43.27,2015-01-09
01/10/2015,43.25,2015-01-10
01/11/2015,43.25,2015-01-11
01/12/2015,43.32,2015-01-12
01/13/2015,43.32,2015-01-13
01/14/2015,43.34,2015-01-14
01/15/2015,43.35,2015-01-15
01/16/2015,43.35,2015-01-16
01/17/2015,43.36,2015-01-17
01/18/2015,43.37,2015-01-18
01/19/2015,43.35,2015-01-19
01/20/2015,43.36,2015-01-20
01/21/2015,43.34,2015-01-21
