lev_dt,sl_lev_va,date
10/30/1976,42.82,1976-10-30
10/31/1976,42.82,1976-10-31
11/01/1976,42.79,1976-11-01
11/02/1976,42.77,1976-11-02
11/03/1976,42.77,1976-11-03
11/04/1976,42.76,1976-11-04
11/05/1976,42.73,1976-11-05
11/06/1976,42.69,1976-11-06
11/07/1976,42.7,1976-11-07
11/08/1976,42.69,1976-11-08
11/09/1976,42.66,1976-11-09
11/10/1976,42.66,1976-11-10
11/11/1976,42.66,1976-11-11
11/12/1976,42.66,1976-11-12
11/13/1976,42.63,1976-11-13
11/14/1976,42.66,1976-11-14
11/15/1976,42.69,1976-11-15
11/16/1976,42.61,1976-11-16
11/17/1976,42.61,1976-11-17
11/18/1976,42.6,1976-11-18
11/19/1976,42.59,1976-11-19
11/20/1976,42.65,1976-11-20
11/21/1976,42.62,1976-11-21
11/22/1976,42.55,1976-11-22
11/23/1976,42.5,1976-11-23
11/24/1976,42.5,1976-11-24
11/25/1976,42.51,1976-11-25
11/26/1976,42.54,1976-11-26
11/27/1976,42.54,1976-11-27
11/28/1976,42.52,1976-11-28
11/29/1976,42.52,1976-11-29
11/30/1976,42.46,1976-11-30
12/01/1976,42.44,1976-12-01
12/02/1976,42.46,1976-12-02
12/03/1976,42.44,1976-12-03
12/04/1976,42.44,1976-12-04
12/05/1976,42.43,1976-12-05
12/06/1976,42.45,1976-12-06
12/07/1976,42.44,1976-12-07
12/08/1976,42.4,1976-12-08
12/09/1976,42.31,1976-12-09
12/10/1976,42.34,1976-12-10
12/11/1976,42.36,1976-12-11
12/12/1976,42.37,1976-12-12
12/13/1976,42.36,1976-12-13
12/14/1976,42.4,1976-12-14
12/15/1976,42.44,1976-12-15
12/16/1976,42.48,1976-12-16
12/17/1976,42.48,1976-12-17
12/18/1976,42.47,1976-12-18
12/19/1976,42.5,1976-12-19
12/20/1976,42.57,1976-12-20
12/21/1976,42.53,1976-12-21
12/22/1976,42.48,1976-12-22
12/23/1976,42.48,1976-12-23
12/24/1976,42.48,1976-12-24
12/25/1976,42.57,1976-12-25
12/26/1976,42.58,1976-12-26
12/27/1976,42.52,1976-12-27
12/28/1976,42.58,1976-12-28
12/29/1976,42.58,1976-12-29
12/30/1976,42.53,1976-12-30
12/31/1976,42.57,1976-12-31
01/01/1977,42.54,1977-01-01
01/02/1977,42.58,1977-01-02
01/03/1977,42.71,1977-01-03
01/04/1977,42.8,1977-01-04
01/05/1977,42.83,1977-01-05
01/06/1977,42.96,1977-01-06
01/07/1977,42.98,1977-01-07
01/08/1977,42.98,1977-01-08
01/09/1977,43.07,1977-01-09
01/10/1977,43.1,1977-01-10
01/11/1977,43.05,1977-01-11
01/12/1977,43.08,1977-01-12
01/13/1977,43.15,1977-01-13
01/14/1977,43.24,1977-01-14
01/15/1977,43.24,1977-01-15
01/16/1977,43.24,1977-01-16
01/17/1977,43.23,1977-01-17
01/18/1977,43.32,1977-01-18
01/19/1977,43.25,1977-01-19
01/20/1977,43.25,1977-01-20
01/21/1977,43.24,1977-01-21
01/22/1977,43.25,1977-01-22
01/23/1977,43.3,1977-01-23
01/24/1977,43.34,1977-01-24
01/25/1977,43.32,1977-01-25
01/26/1977,43.31,1977-01-26
01/27/1977,43.34,1977-01-27
01/28/1977,43.35,1977-01-28
01/29/1977,43.28,1977-01-29
01/30/1977,43.3,1977-01-30
01/31/1977,43.3,1977-01-31
02/01/1977,43.27,1977-02-01
02/02/1977,43.24,1977-02-02
02/03/1977,43.31,1977-02-03
02/04/1977,43.35,1977-02-04
02/05/1977,43.36,1977-02-05
02/06/1977,43.32,1977-02-06
02/07/1977,43.32,1977-02-07
02/08/1977,43.35,1977-02-08
02/09/1977,43.36,1977-02-09
02/10/1977,43.37,1977-02-10
02/11/1977,43.4,1977-02-11
02/12/1977,43.47,1977-02-12
02/13/1977,43.47,1977-02-13
02/14/1977,43.44,1977-02-14
02/15/1977,43.44,1977-02-15
02/16/1977,43.42,1977-02-16
02/17/1977,43.4,1977-02-17
02/18/1977,43.36,1977-02-18
02/19/1977,43.34,1977-02-19
02/20/1977,43.34,1977-02-20
02/21/1977,43.27,1977-02-21
02/22/1977,43.26,1977-02-22
02/23/1977,43.3,1977-02-23
02/24/1977,43.31,1977-02-24
02/25/1977,43.27,1977-02-25
02/26/1977,43.27,1977-02-26
02/27/1977,43.28,1977-02-27
02/28/1977,43.26,1977-02-28
03/01/1977,43.25,1977-03-01
03/02/1977,43.25,1977-03-02
03/03/1977,43.3,1977-03-03
03/04/1977,43.3,1977-03-04
03/05/1977,43.29,1977-03-05
03/06/1977,43.31,1977-03-06
03/07/1977,43.31,1977-03-07
03/08/1977,43.27,1977-03-08
03/09/1977,43.31,1977-03-09
03/10/1977,43.33,1977-03-10
03/11/1977,43.34,1977-03-11
03/12/1977,43.38,1977-03-12
03/13/1977,43.38,1977-03-13
03/14/1977,43.4,1977-03-14
03/15/1977,43.41,1977-03-15
03/16/1977,43.42,1977-03-16
03/17/1977,43.44,1977-03-17
03/18/1977,43.42,1977-03-18
03/19/1977,43.41,1977-03-19
03/20/1977,43.4,1977-03-20
03/21/1977,43.4,1977-03-21
03/22/1977,43.4,1977-03-22
03/23/1977,43.32,1977-03-23
03/24/1977,43.28,1977-03-24
03/25/1977,43.28,1977-03-25
03/26/1977,43.25,1977-03-26
03/27/1977,43.22,1977-03-27
03/28/1977,43.22,1977-03-28
03/29/1977,43.2,1977-03-29
03/30/1977,43.17,1977-03-30
03/31/1977,43.15,1977-03-31
04/01/1977,43.13,1977-04-01
04/02/1977,43.09,1977-04-02
04/03/1977,43.07,1977-04-03
04/04/1977,43.08,1977-04-04
04/05/1977,43.07,1977-04-05
04/06/1977,42.97,1977-04-06
04/07/1977,42.94,1977-04-07
04/08/1977,42.95,1977-04-08
04/09/1977,42.95,1977-04-09
04/10/1977,42.92,1977-04-10
04/11/1977,42.9,1977-04-11
04/12/1977,42.9,1977-04-12
04/13/1977,42.91,1977-04-13
04/14/1977,42.9,1977-04-14
04/15/1977,42.87,1977-04-15
04/16/1977,42.84,1977-04-16
04/17/1977,42.82,1977-04-17
04/18/1977,42.79,1977-04-18
04/19/1977,42.77,1977-04-19
04/20/1977,42.75,1977-04-20
04/21/1977,42.73,1977-04-21
04/22/1977,42.71,1977-04-22
04/23/1977,42.7,1977-04-23
04/24/1977,42.74,1977-04-24
04/25/1977,42.74,1977-04-25
04/26/1977,42.71,1977-04-26
04/27/1977,42.65,1977-04-27
04/28/1977,42.61,1977-04-28
04/29/1977,42.6,1977-04-29
04/30/1977,42.58,1977-04-30
05/01/1977,42.57,1977-05-01
05/02/1977,42.56,1977-05-02
05/03/1977,42.55,1977-05-03
05/04/1977,42.52,1977-05-04
05/05/1977,42.5,1977-05-05
05/06/1977,42.52,1977-05-06
05/07/1977,42.49,1977-05-07
05/08/1977,42.48,1977-05-08
05/09/1977,42.48,1977-05-09
05/10/1977,42.47,1977-05-10
05/11/1977,42.44,1977-05-11
05/12/1977,42.38,1977-05-12
05/13/1977,42.38,1977-05-13
05/14/1977,42.37,1977-05-14
05/15/1977,42.36,1977-05-15
05/16/1977,42.32,1977-05-16
05/17/1977,42.28,1977-05-17
05/18/1977,42.28,1977-05-18
05/19/1977,42.27,1977-05-19
05/20/1977,42.25,1977-05-20
05/21/1977,42.23,1977-05-21
05/22/1977,42.21,1977-05-22
05/23/1977,42.19,1977-05-23
05/24/1977,42.19,1977-05-24
05/25/1977,42.17,1977-05-25
05/26/1977,42.16,1977-05-26
05/27/1977,42.14,1977-05-27
05/28/1977,42.18,1977-05-28
05/29/1977,42.14,1977-05-29
05/30/1977,42.11,1977-05-30
05/31/1977,42.09,1977-05-31
06/01/1977,42.09,1977-06-01
06/02/1977,42.07,1977-06-02
06/03/1977,42.05,1977-06-03
06/04/1977,42.01,1977-06-04
06/05/1977,42.01,1977-06-05
06/06/1977,42.02,1977-06-06
06/07/1977,42.03,1977-06-07
06/08/1977,42.01,1977-06-08
06/09/1977,41.96,1977-06-09
06/10/1977,41.94,1977-06-10
06/11/1977,41.93,1977-06-11
06/12/1977,41.92,1977-06-12
06/13/1977,41.91,1977-06-13
06/14/1977,41.87,1977-06-14
06/15/1977,41.86,1977-06-15
06/16/1977,41.85,1977-06-16
06/17/1977,41.86,1977-06-17
06/18/1977,41.84,1977-06-18
06/19/1977,41.83,1977-06-19
06/20/1977,41.82,1977-06-20
06/21/1977,41.81,1977-06-21
06/22/1977,41.79,1977-06-22
06/23/1977,41.77,1977-06-23
06/24/1977,41.76,1977-06-24
06/25/1977,41.76,1977-06-25
06/26/1977,41.75,1977-06-26
06/27/1977,41.73,1977-06-27
06/28/1977,41.71,1977-06-28
06/29/1977,41.68,1977-06-29
06/30/1977,41.66,1977-06-30
07/01/1977,41.66,1977-07-01
07/02/1977,41.67,1977-07-02
07/03/1977,41.68,1977-07-03
07/04/1977,41.67,1977-07-04
07/05/1977,41.65,1977-07-05
07/06/1977,41.65,1977-07-06
07/07/1977,41.64,1977-07-07
07/08/1977,41.62,1977-07-08
07/09/1977,41.59,1977-07-09
07/10/1977,41.58,1977-07-10
07/11/1977,41.57,1977-07-11
07/12/1977,41.56,1977-07-12
07/13/1977,41.55,1977-07-13
07/14/1977,41.54,1977-07-14
07/15/1977,41.52,1977-07-15
07/16/1977,41.51,1977-07-16
07/17/1977,41.49,1977-07-17
07/18/1977,41.49,1977-07-18
07/19/1977,41.48,1977-07-19
07/20/1977,41.47,1977-07-20
07/21/1977,41.46,1977-07-21
07/22/1977,41.45,1977-07-22
07/23/1977,41.45,1977-07-23
07/24/1977,41.45,1977-07-24
07/25/1977,41.44,1977-07-25
07/26/1977,41.42,1977-07-26
07/27/1977,41.41,1977-07-27
07/28/1977,41.38,1977-07-28
07/29/1977,41.37,1977-07-29
07/30/1977,41.37,1977-07-30
07/31/1977,41.37,1977-07-31
08/01/1977,41.37,1977-08-01
08/02/1977,41.4,1977-08-02
08/03/1977,41.39,1977-08-03
08/04/1977,41.37,1977-08-04
08/05/1977,41.36,1977-08-05
08/06/1977,41.36,1977-08-06
08/07/1977,41.36,1977-08-07
08/08/1977,41.35,1977-08-08
08/09/1977,41.35,1977-08-09
08/10/1977,41.34,1977-08-10
08/11/1977,41.34,1977-08-11
08/12/1977,41.34,1977-08-12
08/13/1977,41.34,1977-08-13
08/14/1977,41.33,1977-08-14
08/15/1977,41.33,1977-08-15
08/16/1977,41.31,1977-08-16
08/17/1977,41.3,1977-08-17
08/18/1977,41.3,1977-08-18
08/19/1977,41.29,1977-08-19
08/20/1977,41.28,1977-08-20
08/21/1977,41.29,1977-08-21
08/22/1977,41.29,1977-08-22
08/23/1977,41.3,1977-08-23
08/24/1977,41.3,1977-08-24
08/25/1977,41.28,1977-08-25
08/26/1977,41.27,1977-08-26
08/27/1977,41.26,1977-08-27
08/28/1977,41.26,1977-08-28
08/29/1977,41.26,1977-08-29
08/30/1977,41.26,1977-08-30
08/31/1977,41.26,1977-08-31
09/01/1977,41.25,1977-09-01
09/02/1977,41.25,1977-09-02
09/03/1977,41.25,1977-09-03
09/04/1977,41.25,1977-09-04
09/05/1977,41.25,1977-09-05
09/06/1977,41.25,1977-09-06
09/07/1977,41.23,1977-09-07
09/08/1977,41.22,1977-09-08
09/09/1977,41.21,1977-09-09
09/10/1977,41.19,1977-09-10
09/11/1977,41.19,1977-09-11
09/12/1977,41.18,1977-09-12
09/13/1977,41.17,1977-09-13
09/14/1977,41.17,1977-09-14
09/15/1977,41.15,1977-09-15
09/16/1977,41.14,1977-09-16
09/17/1977,41.14,1977-09-17
09/18/1977,41.14,1977-09-18
09/19/1977,41.17,1977-09-19
09/20/1977,41.17,1977-09-20
09/21/1977,41.2,1977-09-21
09/22/1977,41.24,1977-09-22
09/23/1977,41.26,1977-09-23
09/24/1977,41.27,1977-09-24
09/25/1977,41.26,1977-09-25
09/26/1977,41.25,1977-09-26
09/27/1977,41.24,1977-09-27
09/28/1977,41.24,1977-09-28
09/29/1977,41.22,1977-09-29
04/04/2002,40.21,2002-04-04
04/05/2002,40.21,2002-04-05
04/06/2002,40.19,2002-04-06
04/07/2002,40.18,2002-04-07
04/08/2002,40.17,2002-04-08
04/09/2002,40.17,2002-04-09
04/10/2002,40.18,2002-04-10
04/11/2002,40.22,2002-04-11
04/12/2002,40.22,2002-04-12
04/13/2002,40.21,2002-04-13
04/14/2002,40.23,2002-04-14
04/15/2002,40.22,2002-04-15
04/16/2002,40.21,2002-04-16
04/17/2002,40.19,2002-04-17
04/18/2002,40.18,2002-04-18
04/19/2002,40.18,2002-04-19
04/20/2002,40.19,2002-04-20
04/21/2002,40.18,2002-04-21
04/22/2002,40.16,2002-04-22
04/23/2002,40.15,2002-04-23
04/24/2002,40.12,2002-04-24
04/25/2002,40.11,2002-04-25
04/26/2002,40.09,2002-04-26
04/27/2002,40.07,2002-04-27
04/28/2002,40.07,2002-04-28
04/29/2002,40.08,2002-04-29
04/30/2002,40.07,2002-04-30
05/01/2002,40.06,2002-05-01
05/02/2002,40.03,2002-05-02
05/03/2002,40.0,2002-05-03
05/04/2002,39.98,2002-05-04
05/05/2002,39.95,2002-05-05
05/06/2002,39.95,2002-05-06
05/07/2002,39.95,2002-05-07
06/11/2002,39.55,2002-06-11
06/12/2002,39.54,2002-06-12
06/13/2002,39.53,2002-06-13
06/14/2002,39.55,2002-06-14
06/15/2002,39.54,2002-06-15
06/16/2002,39.51,2002-06-16
06/17/2002,39.54,2002-06-17
06/18/2002,39.55,2002-06-18
06/19/2002,39.57,2002-06-19
06/20/2002,39.58,2002-06-20
06/21/2002,39.61,2002-06-21
06/22/2002,39.69,2002-06-22
06/23/2002,39.77,2002-06-23
06/24/2002,39.83,2002-06-24
06/25/2002,39.87,2002-06-25
06/26/2002,39.89,2002-06-26
06/27/2002,39.93,2002-06-27
06/28/2002,39.94,2002-06-28
06/29/2002,39.95,2002-06-29
06/30/2002,39.99,2002-06-30
07/01/2002,40.01,2002-07-01
07/02/2002,40.03,2002-07-02
07/03/2002,40.06,2002-07-03
07/04/2002,40.07,2002-07-04
07/05/2002,40.08,2002-07-05
07/06/2002,40.1,2002-07-06
07/07/2002,40.1,2002-07-07
07/08/2002,40.1,2002-07-08
07/09/2002,40.13,2002-07-09
07/10/2002,40.16,2002-07-10
07/11/2002,40.17,2002-07-11
07/12/2002,40.19,2002-07-12
07/13/2002,40.2,2002-07-13
07/14/2002,40.2,2002-07-14
07/15/2002,40.21,2002-07-15
07/16/2002,40.23,2002-07-16
07/17/2002,40.25,2002-07-17
07/18/2002,40.26,2002-07-18
07/19/2002,40.28,2002-07-19
08/03/2002,40.79,2002-08-03
08/04/2002,40.81,2002-08-04
08/05/2002,40.85,2002-08-05
08/06/2002,40.89,2002-08-06
08/07/2002,40.89,2002-08-07
08/08/2002,40.89,2002-08-08
08/09/2002,40.9,2002-08-09
08/10/2002,40.91,2002-08-10
08/11/2002,40.92,2002-08-11
08/12/2002,40.98,2002-08-12
08/13/2002,41.03,2002-08-13
08/14/2002,41.07,2002-08-14
08/15/2002,41.09,2002-08-15
08/16/2002,41.13,2002-08-16
08/17/2002,41.17,2002-08-17
08/18/2002,41.21,2002-08-18
08/19/2002,41.28,2002-08-19
08/20/2002,41.31,2002-08-20
08/21/2002,41.32,2002-08-21
08/22/2002,41.33,2002-08-22
08/23/2002,41.36,2002-08-23
08/24/2002,41.37,2002-08-24
08/25/2002,41.38,2002-08-25
08/26/2002,41.41,2002-08-26
08/27/2002,41.41,2002-08-27
08/28/2002,41.45,2002-08-28
08/29/2002,41.49,2002-08-29
08/30/2002,41.62,2002-08-30
08/31/2002,41.86,2002-08-31
09/01/2002,41.94,2002-09-01
09/02/2002,41.99,2002-09-02
09/03/2002,41.99,2002-09-03
09/04/2002,42.05,2002-09-04
09/05/2002,42.11,2002-09-05
09/06/2002,42.17,2002-09-06
09/07/2002,42.17,2002-09-07
09/08/2002,42.18,2002-09-08
09/09/2002,42.21,2002-09-09
09/10/2002,42.22,2002-09-10
09/11/2002,42.22,2002-09-11
09/12/2002,42.22,2002-09-12
09/13/2002,42.26,2002-09-13
09/14/2002,42.31,2002-09-14
09/15/2002,42.37,2002-09-15
09/16/2002,42.43,2002-09-16
09/17/2002,42.46,2002-09-17
09/18/2002,42.48,2002-09-18
09/19/2002,42.49,2002-09-19
09/20/2002,42.49,2002-09-20
09/21/2002,42.51,2002-09-21
09/22/2002,42.51,2002-09-22
09/23/2002,42.51,2002-09-23
09/24/2002,42.53,2002-09-24
09/25/2002,42.6,2002-09-25
09/26/2002,42.64,2002-09-26
09/27/2002,42.62,2002-09-27
09/28/2002,42.59,2002-09-28
09/29/2002,42.58,2002-09-29
09/30/2002,42.58,2002-09-30
10/01/2002,42.57,2002-10-01
10/02/2002,42.57,2002-10-02
10/03/2002,42.57,2002-10-03
10/04/2002,42.57,2002-10-04
10/05/2002,42.55,2002-10-05
10/06/2002,42.53,2002-10-06
10/07/2002,42.54,2002-10-07
10/08/2002,42.51,2002-10-08
10/09/2002,42.48,2002-10-09
10/10/2002,42.49,2002-10-10
10/11/2002,42.47,2002-10-11
10/12/2002,42.45,2002-10-12
10/13/2002,42.45,2002-10-13
10/14/2002,42.5,2002-10-14
10/15/2002,42.56,2002-10-15
10/16/2002,42.56,2002-10-16
10/17/2002,42.53,2002-10-17
10/18/2002,42.51,2002-10-18
10/19/2002,42.52,2002-10-19
10/20/2002,42.52,2002-10-20
10/21/2002,42.52,2002-10-21
10/22/2002,42.48,2002-10-22
10/23/2002,42.47,2002-10-23
10/24/2002,42.47,2002-10-24
10/25/2002,42.46,2002-10-25
10/26/2002,42.44,2002-10-26
10/27/2002,42.42,2002-10-27
10/28/2002,42.43,2002-10-28
10/29/2002,42.44,2002-10-29
10/30/2002,42.42,2002-10-30
10/31/2002,42.39,2002-10-31
11/01/2002,42.36,2002-11-01
11/02/2002,42.34,2002-11-02
11/03/2002,42.34,2002-11-03
11/04/2002,42.39,2002-11-04
11/05/2002,42.39,2002-11-05
11/06/2002,42.38,2002-11-06
11/07/2002,42.3,2002-11-07
11/08/2002,42.29,2002-11-08
11/09/2002,42.3,2002-11-09
11/10/2002,42.29,2002-11-10
11/11/2002,42.28,2002-11-11
11/12/2002,42.25,2002-11-12
11/13/2002,42.25,2002-11-13
11/14/2002,42.22,2002-11-14
11/15/2002,42.23,2002-11-15
11/16/2002,42.28,2002-11-16
11/17/2002,42.26,2002-11-17
11/18/2002,42.16,2002-11-18
11/19/2002,42.17,2002-11-19
11/20/2002,42.19,2002-11-20
11/21/2002,42.2,2002-11-21
11/22/2002,42.17,2002-11-22
11/23/2002,42.09,2002-11-23
11/24/2002,42.09,2002-11-24
11/25/2002,42.09,2002-11-25
11/26/2002,42.08,2002-11-26
11/27/2002,42.06,2002-11-27
11/28/2002,42.04,2002-11-28
11/29/2002,42.03,2002-11-29
11/30/2002,42.04,2002-11-30
12/01/2002,42.01,2002-12-01
12/02/2002,41.99,2002-12-02
12/03/2002,41.96,2002-12-03
12/04/2002,41.95,2002-12-04
12/05/2002,41.96,2002-12-05
12/06/2002,41.93,2002-12-06
12/07/2002,41.89,2002-12-07
12/08/2002,41.9,2002-12-08
12/09/2002,41.95,2002-12-09
12/10/2002,41.97,2002-12-10
12/11/2002,41.95,2002-12-11
12/12/2002,41.95,2002-12-12
12/13/2002,42.02,2002-12-13
12/14/2002,42.01,2002-12-14
12/15/2002,42.01,2002-12-15
12/16/2002,42.02,2002-12-16
12/17/2002,42.01,2002-12-17
12/18/2002,42.0,2002-12-18
12/19/2002,42.02,2002-12-19
12/20/2002,42.04,2002-12-20
12/21/2002,41.99,2002-12-21
12/22/2002,42.01,2002-12-22
12/23/2002,42.03,2002-12-23
12/24/2002,42.13,2002-12-24
12/25/2002,42.14,2002-12-25
12/26/2002,42.13,2002-12-26
12/27/2002,42.15,2002-12-27
12/28/2002,42.16,2002-12-28
12/29/2002,42.17,2002-12-29
12/30/2002,42.18,2002-12-30
12/31/2002,42.29,2002-12-31
01/01/2003,42.36,2003-01-01
01/02/2003,42.43,2003-01-02
01/03/2003,42.44,2003-01-03
01/04/2003,42.43,2003-01-04
01/05/2003,42.45,2003-01-05
01/06/2003,42.48,2003-01-06
01/07/2003,42.47,2003-01-07
01/08/2003,42.53,2003-01-08
01/09/2003,42.56,2003-01-09
01/10/2003,42.56,2003-01-10
01/11/2003,42.53,2003-01-11
01/12/2003,42.51,2003-01-12
01/13/2003,42.56,2003-01-13
01/14/2003,42.56,2003-01-14
01/15/2003,42.54,2003-01-15
01/16/2003,42.58,2003-01-16
01/17/2003,42.6,2003-01-17
01/18/2003,42.54,2003-01-18
01/19/2003,42.53,2003-01-19
01/20/2003,42.55,2003-01-20
01/21/2003,42.57,2003-01-21
01/22/2003,42.57,2003-01-22
01/23/2003,42.56,2003-01-23
01/24/2003,42.45,2003-01-24
01/25/2003,42.47,2003-01-25
01/26/2003,42.49,2003-01-26
01/27/2003,42.46,2003-01-27
01/28/2003,42.45,2003-01-28
01/29/2003,42.47,2003-01-29
01/30/2003,42.46,2003-01-30
01/31/2003,42.45,2003-01-31
02/01/2003,42.44,2003-02-01
02/02/2003,42.41,2003-02-02
02/03/2003,42.4,2003-02-03
02/04/2003,42.41,2003-02-04
02/05/2003,42.35,2003-02-05
02/06/2003,42.37,2003-02-06
02/07/2003,42.37,2003-02-07
02/08/2003,42.3,2003-02-08
02/09/2003,42.36,2003-02-09
02/10/2003,42.38,2003-02-10
02/11/2003,42.33,2003-02-11
02/12/2003,42.31,2003-02-12
02/13/2003,42.29,2003-02-13
02/14/2003,42.31,2003-02-14
02/15/2003,42.35,2003-02-15
02/16/2003,42.41,2003-02-16
02/17/2003,42.43,2003-02-17
02/18/2003,42.44,2003-02-18
02/19/2003,42.44,2003-02-19
02/20/2003,42.43,2003-02-20
02/21/2003,42.45,2003-02-21
02/22/2003,42.49,2003-02-22
02/23/2003,42.46,2003-02-23
02/24/2003,42.4,2003-02-24
02/25/2003,42.45,2003-02-25
02/26/2003,42.5,2003-02-26
02/27/2003,42.52,2003-02-27
02/28/2003,42.49,2003-02-28
03/01/2003,42.54,2003-03-01
03/02/2003,42.58,2003-03-02
03/03/2003,42.61,2003-03-03
03/04/2003,42.76,2003-03-04
03/05/2003,42.84,2003-03-05
03/06/2003,42.9,2003-03-06
03/07/2003,42.94,2003-03-07
03/08/2003,42.98,2003-03-08
03/09/2003,43.11,2003-03-09
03/10/2003,43.22,2003-03-10
03/11/2003,43.27,2003-03-11
03/12/2003,43.32,2003-03-12
03/13/2003,43.37,2003-03-13
03/14/2003,43.4,2003-03-14
03/15/2003,43.44,2003-03-15
03/16/2003,43.46,2003-03-16
03/17/2003,43.53,2003-03-17
03/18/2003,43.52,2003-03-18
03/19/2003,43.51,2003-03-19
03/20/2003,43.51,2003-03-20
03/21/2003,43.51,2003-03-21
03/22/2003,43.51,2003-03-22
03/23/2003,43.54,2003-03-23
03/24/2003,43.55,2003-03-24
03/25/2003,43.54,2003-03-25
03/26/2003,43.57,2003-03-26
03/27/2003,43.63,2003-03-27
03/28/2003,43.68,2003-03-28
03/29/2003,43.72,2003-03-29
03/30/2003,43.75,2003-03-30
03/31/2003,43.67,2003-03-31
04/01/2003,43.69,2003-04-01
04/02/2003,43.71,2003-04-02
04/03/2003,43.71,2003-04-03
04/04/2003,43.73,2003-04-04
04/05/2003,43.7,2003-04-05
04/06/2003,43.67,2003-04-06
04/07/2003,43.66,2003-04-07
04/08/2003,43.67,2003-04-08
04/09/2003,43.69,2003-04-09
04/10/2003,43.68,2003-04-10
04/11/2003,43.66,2003-04-11
04/12/2003,43.62,2003-04-12
04/13/2003,43.58,2003-04-13
04/14/2003,43.54,2003-04-14
04/15/2003,43.56,2003-04-15
04/16/2003,43.57,2003-04-16
04/17/2003,43.57,2003-04-17
04/18/2003,43.55,2003-04-18
04/19/2003,43.51,2003-04-19
04/20/2003,43.49,2003-04-20
04/21/2003,43.51,2003-04-21
04/22/2003,43.51,2003-04-22
04/23/2003,43.47,2003-04-23
04/24/2003,43.44,2003-04-24
04/25/2003,43.48,2003-04-25
04/26/2003,43.47,2003-04-26
04/27/2003,43.41,2003-04-27
04/28/2003,43.36,2003-04-28
04/29/2003,43.35,2003-04-29
04/30/2003,43.33,2003-04-30
05/01/2003,43.33,2003-05-01
05/02/2003,43.31,2003-05-02
05/03/2003,43.26,2003-05-03
05/04/2003,43.22,2003-05-04
05/05/2003,43.21,2003-05-05
05/06/2003,43.17,2003-05-06
05/07/2003,43.15,2003-05-07
05/08/2003,43.14,2003-05-08
05/09/2003,43.1,2003-05-09
05/10/2003,43.09,2003-05-10
05/11/2003,43.07,2003-05-11
05/12/2003,43.04,2003-05-12
05/13/2003,43.02,2003-05-13
05/14/2003,43.0,2003-05-14
05/15/2003,42.97,2003-05-15
05/16/2003,42.94,2003-05-16
05/17/2003,42.91,2003-05-17
05/18/2003,42.92,2003-05-18
05/19/2003,42.94,2003-05-19
05/20/2003,42.92,2003-05-20
05/21/2003,42.92,2003-05-21
05/22/2003,42.94,2003-05-22
05/23/2003,42.95,2003-05-23
05/24/2003,42.94,2003-05-24
05/25/2003,42.93,2003-05-25
05/26/2003,42.89,2003-05-26
05/27/2003,42.88,2003-05-27
05/28/2003,42.86,2003-05-28
05/29/2003,42.85,2003-05-29
05/30/2003,42.83,2003-05-30
05/31/2003,42.79,2003-05-31
06/01/2003,42.77,2003-06-01
06/02/2003,42.75,2003-06-02
06/03/2003,42.72,2003-06-03
06/04/2003,42.74,2003-06-04
06/05/2003,42.75,2003-06-05
06/06/2003,42.75,2003-06-06
06/07/2003,42.74,2003-06-07
06/08/2003,42.73,2003-06-08
06/09/2003,42.73,2003-06-09
06/10/2003,42.72,2003-06-10
06/11/2003,42.73,2003-06-11
06/12/2003,42.77,2003-06-12
06/13/2003,42.76,2003-06-13
06/14/2003,42.75,2003-06-14
06/15/2003,42.75,2003-06-15
06/16/2003,42.74,2003-06-16
06/17/2003,42.74,2003-06-17
06/18/2003,42.78,2003-06-18
06/19/2003,42.78,2003-06-19
06/20/2003,42.86,2003-06-20
06/21/2003,42.89,2003-06-21
06/22/2003,42.93,2003-06-22
06/23/2003,42.96,2003-06-23
06/24/2003,42.98,2003-06-24
06/25/2003,43.01,2003-06-25
06/26/2003,43.04,2003-06-26
06/27/2003,43.07,2003-06-27
06/28/2003,43.06,2003-06-28
06/29/2003,43.11,2003-06-29
06/30/2003,43.15,2003-06-30
07/01/2003,43.18,2003-07-01
07/02/2003,43.2,2003-07-02
07/03/2003,43.19,2003-07-03
07/04/2003,43.19,2003-07-04
07/05/2003,43.22,2003-07-05
07/06/2003,43.23,2003-07-06
07/07/2003,43.22,2003-07-07
07/08/2003,43.22,2003-07-08
07/09/2003,43.22,2003-07-09
07/10/2003,43.2,2003-07-10
07/11/2003,43.18,2003-07-11
07/12/2003,43.25,2003-07-12
07/13/2003,43.32,2003-07-13
07/14/2003,43.41,2003-07-14
07/15/2003,43.49,2003-07-15
07/16/2003,43.54,2003-07-16
07/17/2003,43.6,2003-07-17
07/18/2003,43.62,2003-07-18
07/19/2003,43.63,2003-07-19
07/20/2003,43.63,2003-07-20
07/21/2003,43.63,2003-07-21
07/22/2003,43.61,2003-07-22
07/23/2003,43.6,2003-07-23
07/24/2003,43.59,2003-07-24
07/25/2003,43.58,2003-07-25
07/26/2003,43.61,2003-07-26
07/27/2003,43.64,2003-07-27
07/28/2003,43.67,2003-07-28
07/29/2003,43.7,2003-07-29
07/30/2003,43.7,2003-07-30
07/31/2003,43.7,2003-07-31
08/01/2003,43.74,2003-08-01
08/02/2003,43.77,2003-08-02
08/03/2003,43.83,2003-08-03
08/04/2003,43.85,2003-08-04
08/05/2003,43.88,2003-08-05
